iter	Logloss
264	0.0003136695244
265	0.0003136617972
266	0.0003136518193
267	0.0003136696744
268	0.0003136703997
269	0.000313650794
270	0.0003136504439
271	0.0003136504439
272	0.0003136464178
273	0.0003136405661
274	0.0003136475681
275	0.0003136376902
276	0.0003136358147
277	0.0003136358147
278	0.0003061641656
279	0.0003061719428
280	0.000306165566
281	0.0003061557131
282	0.0003061557131
283	0.0003061557131
284	0.0003061549879
285	0.000306155188
286	0.0003061568384
287	0.0002992077646
288	0.0002992013378
289	0.0002992010627
290	0.0002992033633
291	0.0002991963113
292	0.0002992012377
293	0.0002992012377
294	0.0002992012377
295	0.00029919166
296	0.000299188459
297	0.000299188459
298	0.0002929910264
299	0.0002929910264
300	0.0002861653631
301	0.0002861653631
302	0.0002861626123
303	0.0002861634625
304	0.000286161762
305	0.000286161762
306	0.0002861606117
307	0.0002861606117
308	0.0002861588612
309	0.0002861624872
310	0.0002861576859
311	0.0002861566105
312	0.0002861566105
313	0.0002861566105
314	0.0002861590112
315	0.000286151209
316	0.00028615471
317	0.00028615471
318	0.00028615471
319	0.0002861471578
320	0.0002861459075
321	0.0002861404059
322	0.0002861456824
323	0.0002861438319
324	0.0002861438319
325	0.0002861445321
326	0.0002795257532
327	0.0002795209519
328	0.0002795169507
329	0.0002795173508
330	0.0002795078981
331	0.0002795084983
332	0.0002795098487
333	0.0002795135497
334	0.0002794929438
335	0.0002794929438
336	0.0002795022465
337	0.0002795028466
338	0.0002795019464
339	0.0002794973451
340	0.0002794999958
341	0.0002726777835
342	0.0002726683808
343	0.000272655152
344	0.000272655152
345	0.000272655152
346	0.0002726609036
347	0.0002726550269
348	0.0002668375536
349	0.0002668347528
350	0.0002668299264
351	0.0002668260753
352	0.0002668196984
353	0.0002668196984
354	0.0002668268505
355	0.0002668205487
356	0.0002604599191
357	0.0002514248953
358	0.0002514186185
359	0.0002514146423
360	0.0002514097909
361	0.0002452899056
362	0.0002452923063
363	0.0002452923063
364	0.0002452923063
365	0.0002452946069
366	0.0002452865796
367	0.0002452906308
368	0.0002452892054
369	0.0002452827285
370	0.0002452827285
371	0.0002452691246
372	0.00024527055
373	0.0002389859923
374	0.000238985017
375	0.0002314722811
376	0.000231461778
377	0.0002314551261
378	0.0002314531756
379	0.0002314566766
380	0.0002314591773
381	0.0002314483992
382	0.0002314609778
383	0.0002314457234
384	0.0002314465236
385	0.000231440722
386	0.0002314446731
387	0.0002314446731
388	0.0002252516918
389	0.00022524569
390	0.0002189821384
391	0.0002189744862
392	0.0002189744862
393	0.0002189744862
394	0.0002189732858
395	0.0002189688095
396	0.0002189624077
397	0.000218967034
398	0.000218967034
399	0.000218967034
400	0.0002189521297
401	0.00021895298
402	0.0002131372071
403	0.0002131351565
404	0.0002131352066
405	0.00020664604
406	0.0002066458399
407	0.0002066447271
408	0.0002066447271
409	0.0002066472904
410	0.0002066481906
411	0.0002066405384
412	0.0002066365998
413	0.0002066383753
414	0.0002066383753
415	0.0002066318484
416	0.0002066278098
417	0.0002066245588
418	0.0002066245588
419	0.0002066259592
420	0.0002066259592
421	0.0002066193573
422	0.0002066175068
423	0.0002066175068
424	0.0002066175068
425	0.0002011170871
426	0.0002011094349
427	0.0002011052962
428	0.000201111323
429	0.0002011073843
430	0.0002011073843
431	0.0002011013701
432	0.0002011013701
433	0.0002010951933
434	0.0002010925676
435	0.0002010957185
436	0.0002010934178
437	0.000201088654
438	0.0002010956185
439	0.000201093943
440	0.0002010901419
441	0.0002010862408
442	0.0002010771882
443	0.0002010771882
444	0.0002010822396
445	0.0002010733371
446	0.0002010751376
447	0.0002010704112
448	0.0002010643845
449	0.0002010643845
450	0.0002010716616
451	0.0002010598582
452	0.0002010623589
453	0.0002010623589
454	0.0002010660225
455	0.0002010587078
456	0.0002010554444
457	0.0002010576325
458	0.0002010576325
459	0.0002010576325
460	0.0002010515058
461	0.0002010481173
462	0.000201052306
463	0.0002010393773
464	0.0002010406777
465	0.000201034851
466	0.0002010437911
467	0.0002010411778
468	0.0002010402275
469	0.000201027999
470	0.0002010273238
471	0.0002010154954
472	0.0002010283991
473	0.0002010188589
474	0.0002010176835
475	0.0002010120944
476	0.0002010060177
477	0.0002010072681
478	0.0002009996159
479	0.0002010069555
480	0.0002010061177
481	0.0002010073306
482	0.0002010008287
483	0.0002010008287
484	0.0002010026167
485	0.0002009922387
486	0.0002009922387
487	0.0002009867121
488	0.0002009822108
489	0.0002009822108
490	0.0002009874624
491	0.0002009874624
492	0.0002009787599
493	0.000200986237
494	0.0002009841614
495	0.0002009803853
496	0.0002009712827
497	0.0002009684569
498	0.0002009578538
499	0.0002009682443
500	0.0002009642307
501	0.0002009646058
502	0.0002009646058
503	0.0002009646058
504	0.0002009583165
505	0.0002009583165
506	0.0002009546404
507	0.0002009546404
508	0.0002009538277
509	0.0002009543903
510	0.0002009499266
511	0.0002009499266
